ID,title,Directed by ,Written by,Produced by ,Starring,Cinematography,Edited by ,Music by,Produced companies,distributed by,Running time, budget , box office , net profit/loss 
48,The Bourne Legacy,Tony Gilroy,,"Frank Marshall, Patrick Crowley, Jeffrey M. Weiner, Ben Smith","Jeremy Renner, Rachel Weisz, Edward Norton, Albert Finney, Joan Allen, Stacey Keach, Oscar Isaac, Scott Glenn",Robert Elswit,John Gilroy,James Newton Howard,"Universal Pictures, Relativity Media, Kennedy Marshall, Captivate Entertainment",Universal Pictures,135 minutes ," $12,50,00,000.00 "," $27,61,00,000.00 "," $15,11,00,000.00 "
140,Split,M. Night Shyamalan,M. Night Shyamalan,"M. Night Shyamalan, Jason Blum, Marc Bienstock","James McAvoy, Anya Taylor-Joy, Betty Buckley",Mike Gioulakis,Luke Ciarrocchi,West Dylan Thordson,"Blinding Edge Pictures, Blumhouse Productions",Universal Pictures,118 minutes ," $90,00,000.00 "," $27,85,00,000.00 "," $26,95,00,000.00 "
102,Pitch Perfect 2,Elizabeth Banks,Kay Cannon,"Paul Brooks, Max Handelman, Elizabeth Banks","Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Skylar Astin, Adam DeVine, Katey Sagal, Anna Camp, Alexis Knapp, Hana Mae Lee, Ester Dean, Chrissie Fit, John Michael Higgins, Elizabeth Banks",Jim Denault,Craig Alpert,Mark Mothersbaugh,"Gold Circle Films, Brownstone Productions",Universal Pictures,115 minutes ," $3,10,00,000.00 "," $28,75,00,000.00 "," $25,65,00,000.00 "
59,Oblivion,Joseph Kosinski,,"Peter Chernin, Dylan Clark, Duncan Henderson, Joseph Kosinski, Barry Levine","Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough, Nikolaj Coster-Waldau, Melissa Leo",Claudio Miranda,Richard Francis-Bruce,"M83 , Anthony Gonzalez , Joseph Trapanese ","Relativity Media, Chernin Entertainment, Monolith Pictures, Radical Studios",Universal Pictures,124 minutes ," $12,00,00,000.00 "," $28,79,00,000.00 "," $16,79,00,000.00 "
159,Pacific Rim Uprising,Steven S. DeKnight,"Steven S. DeKnight, Emily Carmichael, Kira Snyder, T.S. Nowlin","Mary Parent, Cale Boyter, Guillermo del Toro, John Boyega, Femi Oguns, Thomas Tull, Jon Jashni","John Boyega, Scott Eastwood, Jing Tian, Cailee Spaeny, Rinko Kikuchi, Burn Gorman, Adria Arjona, Max Zhang, Charlie Day",Dan Mindel,"Zach Staenberg, Dylan Highsmith, Josh Schaeffer",Lorne Balfe,"Legendary Pictures, Double Dare You Productions, UpperRoom Productions",Universal Pictures  ,111 minutes ," $17,60,00,000.00 "," $29,09,00,000.00 "," $11,49,00,000.00 "
41,Battleship,Peter Berg,"Jon Hoeber, Erich Hoeber","Brian Goldner, Scott Stuber, Peter Berg, Sarah Aubrey, Duncan Henderson, Bennett Schneir","Taylor Kitsch, Alexander Skarsgard, Rihanna, Brooklyn Decker, Tadanobu Asano, Liam Neeson",Tobias A. Schliessler,"Colby Parker Jr., Billy Rich, Paul Rubell",Steve Jablonsky ,"Hasbro Studios, Bluegrass Films, Film ",Universal Pictures,131 minutes ," $22,00,00,000.00 "," $30,30,00,000.00 "," $8,30,00,000.00 "
166,Skyscraper,Rawson Marshall Thurber,Rawson Marshall Thurber,"Beau Flynn, Dwayne Johnson, Hiram Garcia, Rawson Marshall Thurber","Dwayne Johnson, Neve Campbell, Chin Han, Roland , Noah Taylor, Byron Mann, Pablo Schreiber, Hannah Quinlivan",Robert Elswit,"Mike Sale, Julian Clarke",Steve Jablonsky,"Legendary Pictures, Flynn Picture Company, Seven Bucks Productions, BAD VERSION Productions",Universal Pictures,102 minutes ," $12,90,00,000.00 "," $30,49,00,000.00 "," $17,59,00,000.00 "
26,Bridesmaids,Paul Feig,"Annie Mumolo, Kristen Wiig","Judd Apatow, Barry Mendel, Clayton Townsend","Kristen Wiig, Maya Rudolph, Rose Byrne, Wendi McLendon-Covey, Ellie Kemper, Melissa McCarthy, Chris ODowd",Robert Yeoman,"William Kerr, Mike Sale",Michael Andrews,"Apatow Productions, Relativity Media ",Universal Pictures,125 minutes ," $3,25,00,000.00 "," $30,64,00,000.00 "," $27,39,00,000.00 "
17,Little Fockers,Paul Weitz,"John Hamburg, Larry Stuckey","Jane Rosenthal, Robert De Niro, Jay Roach, John Hamburg","Robert De Niro, Ben Stiller, Owen Wilson, Blythe Danner, Teri Polo, Jessica Alba, Dustin Hoffman, Barbra Streisand",Remi Adefarasin,"Greg Hayden, Leslie Jones, Myron Kerstein",Stephen Trask,"DreamWorks Pictures a, Relativity Media, TriBeCa Productions, Everyman Pictures","Universal Pictures  , Paramount Pictures  ",98 minutes," $10,00,00,000.00 "," $31,07,00,000.00 "," $21,07,00,000.00 "
5,Robin Hood,Ridley Scott,,"Ridley Scott, Brian Grazer, Russell Crowe","Russell Crowe, Cate Blanchett, William Hurt, Mark Strong, Mark Addy, Oscar Isaac, Danny Huston, Eileen Atkins, Max von Sydow",John Mathieson,Pietro Scalia,Marc Streitenfeld,"Imagine Entertainment, Relativity Media, Scott Free Productions",Universal Pictures,140 minutes," $23,70,00,000.00 "," $32,17,00,000.00 "," $8,47,00,000.00 "
174,Green Book,Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie, Peter Farrelly","Jim Burke, Brian Hayes Currie, Peter Farrelly, Nick Vallelonga, Charles B. Wessler","Viggo Mortensen, Mahershala Ali, Linda Cardellini",Sean Porter,Patrick J. Don Vito,Kris Bowers,"Participant Media , DreamWorks Pictures , Innisfree Pictures , Cinetic Media , Alibaba Pictures ",Universal Pictures ,130 minutes," $2,30,00,000.00 "," $32,18,00,000.00 "," $29,88,00,000.00 "
38,The Lorax,Chris Renaud,,"Chris Meledandri, Janet Healy","Danny DeVito, Ed Helms, Zac Efron, Taylor Swift, Rob Riggle, Jenny Slate, Betty White",,"Steven Liu, Claire Dodgson, Ken Schretzmann",John Powell ,,Universal Pictures,86 minutes ," $7,00,00,000.00 "," $35,14,00,000.00 "," $28,14,00,000.00 "
157,Fifty Shades Freed,James Foley,,"Michael De Luca, E. L. James, Dana Brunetti, Marcus Viscidi","Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Jennifer Ehle, Marcia Gay Harden",John Schwartzman,"Richard Francis-Bruce, Debra Neil-Fisher, David Clark",Danny Elfman,"Perfect World Pictures, Michael De Luca Productions, Trigger Street Productions",Universal Pictures,105 minutes ," $5,50,00,000.00 "," $37,20,00,000.00 "," $31,70,00,000.00 "
142,Fifty Shades Darker,James Foley,,"Michael De Luca, E. L. James, Dana Brunetti, Marcus Viscidi","Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Kim Basinger, Marcia Gay Harden",John Schwartzman,Richard Francis-Bruce,Danny Elfman,"Perfect World Pictures a, Michael De Luca Productions, Trigger Street Productions",Universal Pictures,118 minutes ," $5,50,00,000.00 "," $38,10,00,000.00 "," $32,60,00,000.00 "
197,Nineteen Seventeen,Sam Mendes,"Sam Mendes, Krysty Wilson-Cairns","Sam Mendes, Pippa Harris, Jayne-Ann Tenggren, Callum McDougall, Brian Oliver","George MacKay, Dean-Charles Chapman, Mark Strong, Andrew Scott, Richard Madden, Colin Firth, Benedict Cumberbatch",Roger Deakins,Lee Smith,Thomas Newman,"DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Mogambo, Neal Street Productions, Amblin Partners","Universal Pictures  , Entertainment One  ",119 minutes ," $10,00,00,000.00 "," $38,46,00,000.00 "," $28,46,00,000.00 "
